521|589|3.9302760728443147|3.970982142857143
521|150|3.7710826694323383|3.845771144278607
521|2959|4.23956691273898|4.272935779816514
521|1|4.335222760710529|3.9209302325581397
521|1198|4.592067183822463|4.2075
521|858|4.5135480156092544|4.2890625
521|47|4.152044239839931|3.9753694581280787
521|364|4.051475161214863|3.941860465116279
521|590|3.8219287604080097|3.8353658536585367
521|4993|4.608673334825195|4.106060606060606
521|588|3.6298721193943533|3.7923497267759565
521|2858|4.3369769259695685|4.056372549019608
521|1196|4.207458308703746|4.2156398104265405
521|1210|4.345189533919734|4.137755102040816
521|5952|4.453033951792449|4.0212765957446805
521|7153|4.607319266258643|4.118918918918919
521|2028|4.024793710759417|4.1462765957446805
521|380|3.380337743892431|3.497191011235955
521|595|3.7630578848850864|3.7705479452054793
521|377|3.624172795364638|3.5292397660818713
521|1193|4.117514377188485|4.203007518796992
521|1270|4.031022827305079|4.038011695906433
521|161|3.3322890426669236|3.6359223300970873
521|79132|2.9471369101485534|4.066433566433567
521|34|3.7426983373964955|3.65234375
521|4226|4.16087036106327|4.122641509433962
313|1617|4.004485168513161|4.061855670103093
313|356|3.951270148036944|4.164133738601824
313|1|3.656757335837423|3.9209302325581397
313|904|4.0759297051350645|4.261904761904762
313|1090|4.178662887636423|3.984126984126984
313|1259|4.194020134750094|4.0054945054945055
313|1079|4.261365939654229|3.9225352112676055
313|1206|4.259114019282079|3.995833333333333
313|110|4.321495398944483|4.031645569620253
313|2396|2.777973350885621|3.777173913043478
313|1193|3.9825611820002176|4.203007518796992
313|527|4.375414326203547|4.225
313|1307|3.5589972278997055|3.8588235294117648
313|2194|3.855555969536813|3.9384615384615387
313|1288|3.8074203426341833|4.015151515151516
199|32|4.012554485931292|3.983050847457627
199|924|4.36073435223146|3.8944954128440368
199|1200|4.326345628516103|3.9642857142857144
199|2959|4.418468374258142|4.272935779816514
199|1221|4.501067974367101|4.25968992248062
199|1|3.785489359051944|3.9209302325581397
199|1090|4.341008480770491|3.984126984126984
199|1259|4.1155541675972165|4.0054945054945055
199|1291|3.919394889905731|4.046428571428572
199|110|4.06065370276213|4.031645569620253
199|1036|3.8917874856903025|3.8620689655172415
199|1193|4.477542757657667|4.203007518796992
199|1219|4.3787882396614215|4.036144578313253
199|1307|3.899308792401995|3.8588235294117648
199|1732|4.169494597098849|3.9245283018867925
199|1222|4.172796906049955|4.098039215686274
199|2194|3.972423839378835|3.9384615384615387
199|1968|3.723663236551554|3.7787610619469025
199|1288|4.227319287536441|4.015151515151516
217|593|4.25359070574717|4.161290322580645
217|2858|3.940949351181019|4.056372549019608
217|2997|3.76510782243966|3.9545454545454546
217|1197|4.570093418094825|4.232394366197183
217|32|3.7341766914512715|3.983050847457627
217|1213|4.4770656240465145|4.25
217|924|3.9970622517886847|3.8944954128440368
217|912|4.299118982896948|4.24
217|1208|4.505630393252713|4.219626168224299
217|541|4.0743402937980395|4.100806451612903
217|2959|3.634770046175775|4.272935779816514
217|904|4.203319835724075|4.261904761904762
217|1090|4.231855419942448|3.984126984126984
217|1097|4.241671395316823|3.7663934426229506
217|1206|3.8229174333400264|3.995833333333333
217|318|4.349265579616648|4.429022082018927
217|1193|3.8393873040731767|4.203007518796992
217|1219|3.6319951623006634|4.036144578313253
217|527|4.7646390684367725|4.225
217|1307|3.7867528183031736|3.8588235294117648
217|293|3.9896618090599816|4.018796992481203
217|1732|3.971338962529072|3.9245283018867925
217|750|4.53185313801551|4.268041237113402
217|1288|3.767334327257898|4.015151515151516
219|356|4.146380037649342|4.164133738601824
226|51662|3.9572272327813742|3.68125
226|32587|4.072977836646011|3.857142857142857
226|858|4.572220380047015|4.2890625
226|59315|4.147486110056262|3.824468085106383
226|58559|4.393670005352741|4.238255033557047
226|1089|4.2538275824546545|4.202290076335878
226|1682|3.8972550973277746|3.812
226|4226|4.473871327007228|4.122641509433962
226|44191|3.885223459962465|3.885
226|2028|4.303124753139399|4.1462765957446805
226|8961|3.8545816266050896|3.836
226|593|4.153484504415109|4.161290322580645
226|50|4.251008369321819|4.237745098039215
226|318|4.522068505393722|4.429022082018927
438|296|4.384256550156133|4.197068403908795
438|47|4.146032960373907|3.9753694581280787
438|1198|4.575934339100231|4.2075
438|1291|4.309771531764289|4.046428571428572
438|8874|4.077975360294103|4.0064935064935066
438|858|4.5050593697407475|4.2890625
438|51255|4.038862189741818|4.0
438|59315|4.0204208498286835|3.824468085106383
438|2858|4.12126473381691|4.056372549019608
438|58559|4.398122438680698|4.238255033557047
438|1089|4.1970295252224545|4.202290076335878
438|1136|4.2522587641327805|4.161764705882353
438|593|4.200339657115385|4.161290322580645
438|50|4.244106932510707|4.237745098039215
438|4878|4.125071499966478|3.981651376146789
438|2716|4.056602335101935|3.775
477|2959|4.427111251758883|4.272935779816514
477|3578|3.7761022388961356|3.9382352941176473
477|4963|3.729958178890843|3.8445378151260505
477|5989|3.704573529127539|3.9217391304347826
477|858|4.549764868125092|4.2890625
477|5418|3.7194756021956072|3.8169642857142856
477|4886|3.6825175601525464|3.871212121212121
477|4011|4.061926870356485|4.155913978494624
477|50|4.3040411370915646|4.237745098039215
599|6377|3.7708111764651497|3.9609929078014185
561|858|4.55950382047424|4.2890625
561|4226|4.3900471013698485|4.122641509433962
561|1136|4.343803240921491|4.161764705882353
232|2858|4.304293683536661|4.056372549019608
232|1089|4.247742337480753|4.202290076335878
232|32|4.09040300798867|3.983050847457627
232|4011|4.072696925794287|4.155913978494624
232|593|4.381222241701385|4.161290322580645
232|50|4.328432491106822|4.237745098039215
232|4878|4.270081973778824|3.981651376146789
68|32|3.8935396712311676|3.983050847457627
222|318|4.5623047136850445|4.429022082018927
222|7153|4.167678322208866|4.118918918918919
222|260|4.451892013139037|4.231075697211155
222|1196|4.561737565312082|4.2156398104265405
222|1210|4.360645408038743|4.137755102040816
222|4226|4.401099929091172|4.122641509433962
222|4306|3.5015990756586324|3.8676470588235294
222|593|4.1178914275066845|4.161290322580645
222|7361|4.2198945731836|4.1603053435114505
222|2858|4.177329901568348|4.056372549019608
222|4886|3.5695959625174183|3.871212121212121
222|1704|4.370270091137107|4.078014184397163
222|1136|4.1116125725017065|4.161764705882353
222|5418|3.8972492134020915|3.8169642857142856
222|60069|4.178905973077582|4.0576923076923075
222|3147|4.00943252471076|4.148648648648648
222|1|3.610326285765073|3.9209302325581397
222|3793|3.6301586588602737|3.699248120300752
222|4011|4.261059411874691|4.155913978494624
222|4878|4.2721655553007905|3.981651376146789
222|1291|4.0952118619837785|4.046428571428572
222|48780|3.933184045632376|4.0055555555555555
222|49272|4.038367938137719|3.9444444444444446
222|2502|4.113205033727876|4.090425531914893
222|318|4.5623047136850445|4.429022082018927
222|7153|4.167678322208866|4.118918918918919
222|260|4.451892013139037|4.231075697211155
222|1196|4.561737565312082|4.2156398104265405
222|1210|4.360645408038743|4.137755102040816
222|4226|4.401099929091172|4.122641509433962
222|4306|3.5015990756586324|3.8676470588235294
222|593|4.1178914275066845|4.161290322580645
222|7361|4.2198945731836|4.1603053435114505
222|2858|4.177329901568348|4.056372549019608
222|4886|3.5695959625174183|3.871212121212121
222|1704|4.370270091137107|4.078014184397163
222|1136|4.1116125725017065|4.161764705882353
222|5418|3.8972492134020915|3.8169642857142856
222|60069|4.178905973077582|4.0576923076923075
222|3147|4.00943252471076|4.148648648648648
222|1|3.610326285765073|3.9209302325581397
222|3793|3.6301586588602737|3.699248120300752
222|4011|4.261059411874691|4.155913978494624
222|4878|4.2721655553007905|3.981651376146789
222|1291|4.0952118619837785|4.046428571428572
222|48780|3.933184045632376|4.0055555555555555
222|49272|4.038367938137719|3.9444444444444446
222|2502|4.113205033727876|4.090425531914893
222|4306|3.5015990756586324|3.8676470588235294
